"Branch","Product","Year","Color","Sales Quantity","Unit Price","Revenue","Cost","Profit","Customer Satisfaction Rating"
"USA","BMW i8","2013","Orange","115","39288.56076835","4518184.4883602","21896.148662692","2000127.3921506","3"
"UK","BMW Z4","2022","Purple","126","42557.274822906","5362216.6276861","19382.502025396","2920021.3724862","1"
"Japan","BMW 7 Series","2016","Black","115","68046.995629167","7825404.4973542","16728.242847229","5901656.5699229","2"
"France","BMW M4","2022","Grey","166","41142.088847754","6829586.7487271","37581.335541168","591085.04889321","4"
"India","BMW X3","2020","White","141","36745.09879619","5181058.9302628","26477.917526821","1447672.5589811","3"
"USA","BMW M4","2016","Orange","46","78203.008524192","3597338.3921128","26548.796655694","2376093.7459509","2"
"Australia","BMW X5","2018","Yellow","45","31218.376817422","1404826.956784","15920.356872204","688410.89753482","1"
"Canada","BMW 5 Series","2020","Red","159","62011.138753681","9859771.0618353","38582.941814963","3725083.3132562","1"
"Canada","BMW 7 Series","2016","Grey","197","52334.091185904","10309815.963623","23401.130500199","5699793.255084","1"
"India","BMW i3","2019","Purple","104","37285.468350034","3877688.7084035","47079.190017345","-1018547.0534003","5"
"Brazil","BMW 3 Series","2020","Red","171","46583.190331114","7965725.5466206","16897.001082968","5076338.361433","4"
"Brazil","BMW M4","2019","Black","106","33684.341923225","3570540.2438618","40026.593703042","-672278.68866062","5"
"Brazil","BMW X5","2017","Silver","4","68135.237231882","272540.94892753","37537.994851549","122388.96952133","1"
"Brazil","BMW X7","2022","Silver","132","65417.211270124","8635071.8876564","34663.90605816","4059436.2879793","5"
"Canada","BMW i3","2014","Yellow","44","79395.932422865","3493421.026606","30236.805603088","2163001.5800702","5"
"China","BMW 7 Series","2023","Blue","105","71590.61054347","7517014.1070643","47271.920837603","2553462.419116","2"
"UK","BMW Z4","2016","Blue","80","39557.685013879","3164614.8011103","26568.731463805","1039116.2840059","4"
"Japan","BMW i8","2020","Silver","30","71565.715490908","2146971.4647272","17882.309802067","1610502.1706652","5"
"USA","BMW Z4","2019","Red","65","72158.941271934","4690331.1826757","45546.384670764","1729816.179076","5"
"Canada","BMW 7 Series","2020","Orange","53","50531.568489393","2678173.1299378","16121.374023209","1823740.3067077","4"
"Germany","BMW X3","2021","Purple","163","21299.918518282","3471886.71848","44271.142553253","-3744309.5177002","5"
"India","BMW 7 Series","2019","Blue","36","61766.246985176","2223584.8914663","29806.50323031","1150550.7751752","4"
"USA","BMW X5","2010","Silver","63","21022.18930094","1324397.9259592","37959.271556037","-1067036.1820711","2"
"Canada","BMW 3 Series","2021","Green","109","69714.563090555","7598887.3768705","32507.406676608","4055580.0491202","5"
"Australia","BMW X7","2012","Orange","9","76354.80707138","687193.26364242","16998.475406128","534206.98498727","1"
"India","BMW 5 Series","2012","Green","40","79240.171823146","3169606.8729258","45242.553606554","1359904.7286637","5"
"Brazil","BMW M4","2012","Black","132","59849.807071997","7900174.5335036","36377.429492619","3098353.8404779","5"
"Australia","BMW Z4","2011","Blue","10","56593.735221298","565937.35221298","46498.057683047","100956.77538251","2"
"China","BMW X3","2017","Yellow","70","57055.568443574","3993889.7910502","18382.818338178","2707092.5073777","1"
"Japan","BMW 5 Series","2015","Grey","43","21931.991802913","943075.64752526","42166.808112365","-870097.10130642","3"
"India","BMW X3","2014","Purple","132","77143.827230784","10182985.194464","20762.685445297","7442310.7156843","4"
"India","BMW 5 Series","2015","Purple","56","39951.912811034","2237307.1174179","17573.807315048","1253173.9077752","1"
"Australia","BMW 3 Series","2021","Silver","12","71577.896643874","858934.75972649","43959.828642685","331416.81601427","2"
"India","BMW 5 Series","2018","Black","111","55159.067620916","6122656.5059217","27087.54762152","3115938.719933","2"
"China","BMW M4","2014","Black","166","58282.320669804","9674865.2311875","44550.057198261","2279555.7362763","2"
"Canada","BMW X5","2016","White","125","29187.715710308","3648464.4637885","46605.121739829","-2177175.7536901","1"
"Germany","BMW i8","2022","White","119","76070.79879505","9052425.056611","41907.941390779","4065380.0311083","2"
"Germany","BMW i8","2014","White","35","37689.494696832","1319132.3143891","44032.003372847","-221987.80366052","1"
"UK","BMW 3 Series","2012","Silver","88","29665.740300165","2610585.1464146","15747.327936341","1224820.2880166","1"
"USA","BMW X3","2023","White","45","58656.784274138","2639555.2923362","34731.323262616","1076645.7455185","3"
"UK","BMW M4","2014","Red","14","72495.380988229","1014935.3338352","41990.16800002","427072.98183493","1"
"Brazil","BMW X7","2022","Red","183","65727.130762213","12028064.929485","24280.144098037","7584798.5595441","4"
"UK","BMW 3 Series","2012","Yellow","180","20949.657315802","3770938.3168443","29434.443303591","-1527261.477802","2"
"China","BMW i3","2020","Green","147","57308.472652412","8424345.4799045","25888.53231353","4618731.2298156","4"
"France","BMW Z4","2012","White","31","47337.379582934","1467458.767071","43337.992176002","123981.0096149","1"
"India","BMW i8","2010","Grey","39","48835.982657797","1904603.3236541","30794.902461571","703602.12765279","2"
"Canada","BMW Z4","2014","Blue","6","66427.463656937","398564.78194162","49636.114835996","100748.09292565","1"
"Germany","BMW i3","2017","Silver","153","78233.056372122","11969657.624935","32742.445891497","6960063.4035357","4"
"India","BMW 7 Series","2014","White","59","64615.706324809","3812326.6731637","29037.769992605","2099098.2436","3"
"Germany","BMW i3","2023","Grey","191","47864.899840197","9142195.8694776","19036.18968185","5506283.6402443","3"
"France","BMW 3 Series","2015","Red","191","35207.58596982","6724648.9202355","44906.364293321","-1852466.6597888","4"
"Brazil","BMW X5","2022","Blue","70","53394.288558248","3737600.1990773","15262.715805438","2669210.0926967","3"
"Brazil","BMW i8","2011","Green","121","31494.534718706","3810838.7009634","26995.15939914","544424.41366743","5"
"Australia","BMW 7 Series","2011","Green","98","48081.058177827","4711943.701427","17708.141777037","2976545.8072774","5"
"France","BMW i3","2019","White","8","31434.718744364","251477.74995491","32441.721013753","-8056.0181551091","1"
"France","BMW X7","2016","Orange","42","64902.717856942","2725914.1499916","21828.919829263","1809099.5171625","3"
"India","BMW 7 Series","2014","White","24","63217.499684155","1517219.9924197","28516.179190627","832831.69184468","1"
"Australia","BMW X5","2019","Black","170","27344.050299028","4648488.5508347","34338.236620591","-1189011.6746658","4"
"Canada","BMW Z4","2017","Black","199","65638.761552713","13062113.54899","33035.53355503","6488042.3715389","3"
"USA","BMW X3","2020","Red","177","46989.631280366","8317164.7366249","26437.073454393","3637802.7351973","5"
"Brazil","BMW M4","2019","Silver","10","34876.136407311","348761.36407311","34119.890000676","7562.4640663468","2"
"Germany","BMW M4","2016","Silver","107","41495.6324739","4440032.6747073","24487.661491071","1819852.8951627","3"
"Canada","BMW 3 Series","2021","Red","50","43671.667379282","2183583.3689641","26445.019822964","861332.37781589","5"
"Brazil","BMW X5","2020","Yellow","73","68186.487506088","4977613.5879444","28483.71822737","2898302.1573464","4"
"India","BMW X7","2016","White","58","54573.909111568","3165286.7284709","20022.960313047","2003955.0303142","1"
"Australia","BMW 3 Series","2010","Green","64","31554.515169931","2019488.9708756","48623.685841018","-1092426.9229496","4"
"USA","BMW 7 Series","2011","Black","157","28385.881505648","4456583.3963867","48075.17027583","-3091218.3369187","1"
"Australia","BMW M4","2013","Orange","150","55460.123732419","8319018.5598629","22795.60832417","4899677.3112375","5"
"China","BMW X7","2015","Green","143","34990.282925803","5003610.4583898","44111.494767187","-1304333.2933179","2"
"India","BMW i8","2020","Blue","83","46883.567291204","3891336.0851699","25801.696005341","1749795.3167266","4"
"USA","BMW X7","2021","Yellow","105","51526.024364648","5410232.558288","22507.022409733","3046995.205266","1"
"Canada","BMW 7 Series","2014","Red","106","45340.42479983","4806085.028782","28215.325569428","1815260.5184227","1"
"Australia","BMW 7 Series","2021","Purple","195","23927.510425926","4665864.5330556","48388.494439604","-4769891.8826672","4"
"Japan","BMW Z4","2019","Blue","52","59690.989725655","3103931.4657341","42676.863872962","884734.54434005","2"
"China","BMW M4","2017","Yellow","89","41692.096316042","3710596.5721277","34298.583677292","658022.62484878","2"
"Canada","BMW X5","2020","Silver","167","25823.350240879","4312499.4902269","48484.9726659","-3784490.9449784","5"
"China","BMW Z4","2015","Blue","176","49250.393925558","8668069.3308982","20345.064252064","5087338.0225349","4"
"France","BMW X5","2019","Grey","77","45164.336030862","3477653.8743764","47482.959270495","-178533.98945171","2"
"USA","BMW 3 Series","2013","Yellow","82","29946.130219952","2455582.6780361","16770.909769213","1080368.0769606","1"
"UK","BMW 5 Series","2015","Purple","96","20939.706847689","2010211.8573781","25857.01041627","-472061.14258382","5"
"Brazil","BMW X5","2015","Green","72","75356.072686222","5425637.233408","28341.04477804","3385082.0093891","2"
"Germany","BMW i3","2017","Blue","8","52635.436787288","421083.49429831","16686.832989208","287588.83038464","5"
"Japan","BMW i8","2010","Orange","193","53511.12325469","10327646.788155","21860.942171924","6108484.9489737","1"
"Canada","BMW Z4","2011","Silver","26","44826.268269193","1165482.974999","16339.123409468","740665.76635285","3"
"USA","BMW 3 Series","2011","White","57","73380.840134203","4182707.8876496","23756.027210238","2828614.336666","1"
"India","BMW Z4","2011","Orange","7","67832.899856886","474830.2989982","26923.656551548","286364.70313736","5"
"France","BMW 3 Series","2019","Orange","128","20895.386622637","2674609.4876976","49151.278844963","-3616754.2044577","1"
"Germany","BMW 3 Series","2017","Yellow","57","47012.424352955","2679708.1881184","33363.115918873","778010.58074267","4"
"France","BMW X7","2010","Purple","93","66065.507140949","6144092.1641083","37311.382714252","2674133.5716829","5"
"Germany","BMW X7","2012","Silver","185","65708.54008343","12156079.915435","36399.030217707","5422259.3251588","2"
"Germany","BMW i3","2018","Green","195","36893.884014728","7194307.3828719","29628.484183499","1416752.9670897","2"
"Germany","BMW M4","2021","Black","155","67963.410189058","10534328.579304","46466.932185788","3331954.0905069","3"
"USA","BMW X3","2017","Red","139","76308.692529188","10606908.261557","30495.784838304","6367994.1690328","1"
"UK","BMW M4","2010","Grey","57","60518.396840365","3449548.6199008","27906.332147896","1858887.6874707","5"
"USA","BMW X5","2011","White","70","33444.656300643","2341125.941045","49435.891534508","-1119386.4663705","1"
"Canada","BMW M4","2010","Grey","47","34831.778985158","1637093.6123024","41128.244500954","-295933.87924241","3"
"Brazil","BMW i8","2019","White","166","78552.157112241","13039658.080632","49999.917018068","4739671.8556327","3"
"India","BMW 7 Series","2023","Purple","57","35237.088279751","2008514.0319458","17914.290111856","987399.49557001","3"
"China","BMW i8","2018","White","112","43931.984029706","4920382.2113271","39595.435185942","485693.47050153","1"
"Germany","BMW 5 Series","2016","Blue","123","48463.32733962","5960989.2627733","48951.457085765","-60039.958775869","5"
"Japan","BMW X3","2011","Grey","63","24596.502122751","1549579.6337333","18605.195624347","377452.30939946","3"
"Brazil","BMW X3","2017","Yellow","124","43190.480924914","5355619.6346893","22828.431286344","2524894.1551826","5"
"Germany","BMW X5","2020","Red","39","43944.717342272","1713843.9763486","29887.394397251","548235.59485582","3"
"France","BMW M4","2013","Green","110","72560.118689919","7981613.055891","47618.500499692","2743578.0009249","1"
"China","BMW X7","2016","Silver","158","77513.461077393","12247126.850228","22456.546108231","8698992.5651275","1"
"Canada","BMW 7 Series","2017","Yellow","142","72805.925161972","10338441.373","29758.220981146","6112773.9936772","5"
"USA","BMW i8","2016","White","52","31857.271453854","1656578.1156004","35486.729707935","-188731.82921223","2"
"Japan","BMW X3","2019","Red","174","74021.61438389","12879760.902797","38502.507655302","6180324.5707743","5"
"France","BMW 7 Series","2011","Orange","142","48636.396543598","6906368.3091909","26295.174669186","3172453.5061665","5"
"USA","BMW 3 Series","2011","Orange","96","38573.406909959","3703047.063356","44055.905618976","-526319.8760657","3"
"Canada","BMW 5 Series","2017","Purple","114","30410.800212774","3466831.2242563","46621.145194702","-1847979.3279398","2"
"Canada","BMW M4","2011","Grey","106","41779.526610045","4428629.8206648","42306.400154283","-55848.595689221","4"
"Germany","BMW M4","2018","White","23","63471.089823542","1459835.0659415","17205.589026365","1064106.5183351","1"
"USA","BMW i8","2018","Purple","29","60609.59759376","1757678.330219","21219.135804662","1142323.3918838","3"
"Australia","BMW M4","2017","Blue","138","47601.490875797","6569005.74086","40320.888621165","1004723.1111392","4"
"China","BMW X3","2023","Orange","151","49221.750107136","7432484.2661775","31257.634338819","2712581.4810158","3"
"UK","BMW X3","2020","Yellow","92","33877.629221029","3116741.8883347","20909.659035565","1193053.2570627","4"
"Brazil","BMW 7 Series","2016","White","19","45594.013923243","866286.26454162","23588.294873044","418108.66195379","3"
"Japan","BMW M4","2014","White","181","23844.799307259","4315908.6746139","49268.010996344","-4601601.3157243","4"
"China","BMW i8","2016","Purple","101","57912.382419501","5849150.6243696","23556.084191199","3469986.1210585","4"
"UK","BMW i3","2017","White","189","60501.969968596","11434872.324065","25018.300161211","6706413.5935958","5"
"Australia","BMW X5","2022","Blue","110","48274.517858273","5310196.96441","27336.393561398","2303193.6726562","5"
"Germany","BMW X5","2021","Purple","124","57611.724078785","7143853.7857694","23222.363513549","4264280.7100893","3"
"India","BMW 3 Series","2020","Silver","48","46947.629284913","2253486.2056758","17689.459028841","1404392.1722915","1"
"India","BMW 5 Series","2016","Grey","174","66977.886575042","11654152.264057","21606.237431579","7894666.9509625","3"
"France","BMW 5 Series","2021","White","138","41700.693611332","5754695.7183639","20012.404407235","2992983.9101654","4"
"USA","BMW X5","2011","Yellow","150","30493.846102422","4574076.9153633","28966.012421875","229175.052082","1"
"Japan","BMW X5","2019","Grey","28","63445.706405793","1776479.7793622","31738.864173277","887791.58251047","4"
"USA","BMW 3 Series","2020","Grey","7","35852.868368516","250970.07857961","15614.933262157","141665.54574452","1"
"Australia","BMW X3","2016","Green","143","52124.417087374","7453791.6434945","29824.55690474","3188880.0061167","1"
"Canada","BMW X5","2016","Green","168","68671.854825168","11536871.610628","40448.559324117","4741513.6441764","1"
"Germany","BMW i3","2018","Silver","111","30354.173242356","3369313.2299015","35041.790285204","-520325.49175609","5"
"Australia","BMW M4","2015","Black","174","75260.774280597","13095374.724824","47623.07082786","4808960.4007763","5"
"Australia","BMW 3 Series","2020","Blue","88","79536.57860071","6999218.9168625","26919.470296639","4630305.5307583","3"
"Canada","BMW i8","2013","Grey","146","35624.792085547","5201219.6444898","47912.228397926","-1793965.7016074","3"
"India","BMW i3","2019","Yellow","76","44004.068912312","3344309.2373357","36942.392212871","536687.42915753","3"
"USA","BMW i3","2017","Black","73","43012.013547918","3139876.988998","39332.411563626","268610.94485332","5"
"France","BMW i3","2023","Yellow","49","21408.946809072","1049038.3936445","37231.461486545","-775303.2191962","5"
"Canada","BMW i8","2016","White","152","32992.890859309","5014919.410615","36904.218013227","-594521.72739552","2"
"India","BMW 7 Series","2010","Purple","81","71925.454098927","5825961.7820131","28965.641417849","3479744.8271673","1"
"France","BMW i8","2012","Purple","75","46960.462981717","3522034.7236288","29472.361952335","1311607.5772037","4"
"Brazil","BMW M4","2022","Purple","6","37909.136737824","227454.82042694","18538.159184202","116225.86532173","5"
"Brazil","BMW X5","2014","Orange","199","75895.810314082","15103266.252502","15982.623433678","11922724.1892","4"
"Australia","BMW X3","2016","Red","66","69484.73482832","4585992.4986691","46243.494926533","1533921.8335179","5"
"China","BMW i3","2015","Black","111","22358.272041068","2481768.1965585","34700.142158692","-1369947.5830563","4"
"Canada","BMW 3 Series","2011","Black","83","39042.479027736","3240525.7593021","15747.49910696","1933483.3334244","4"
"Canada","BMW 3 Series","2015","White","3","45576.19869405","136728.59608215","45138.112814675","1314.2576381264","3"
"USA","BMW X3","2022","Blue","88","65537.204442981","5767273.9909823","35000.430086742","2687236.143349","5"
"UK","BMW Z4","2015","Blue","103","59978.943922799","6177831.2240483","35427.514760937","2528797.2036717","3"
"France","BMW 5 Series","2023","Grey","44","57868.319029329","2546206.0372905","42706.525155007","667118.93047016","5"
"Canada","BMW X7","2017","Grey","126","50940.28635915","6418476.0812529","20188.872260335","3874678.1764507","2"
"Japan","BMW Z4","2012","Yellow","157","70968.13072147","11141996.523271","28881.564717816","6607590.8625736","4"
"India","BMW M4","2016","Purple","123","20649.431151027","2539880.0315763","15273.332756297","661260.10255176","4"
"Germany","BMW i8","2016","Green","175","28154.434451282","4927026.0289744","33779.153596784","-984325.85046282","2"
"India","BMW X3","2018","Grey","130","37302.152847584","4849279.8701859","48441.672024696","-1448137.4930245","3"
"USA","BMW 7 Series","2019","Red","155","59381.465114349","9204127.0927241","49577.773196479","1519572.2472699","5"
"USA","BMW Z4","2011","Green","12","60137.003419046","721644.04102855","19125.828491425","492134.09913145","5"
"Australia","BMW M4","2019","Green","196","70698.505767498","13856907.13043","25434.465298142","8871751.9319938","3"
"UK","BMW X7","2015","Green","97","77713.330871709","7538193.0945557","31751.349562357","4458312.1870071","4"
"Brazil","BMW Z4","2012","Purple","34","42240.269658752","1436169.1683976","43331.6766843","-37107.838868631","1"
"Brazil","BMW 7 Series","2017","Grey","165","66300.523775597","10939586.422974","28145.319599297","6295608.6890896","1"
"Japan","BMW i8","2019","Orange","33","78238.485733339","2581870.0292002","33873.769971121","1464035.6201532","3"
"Japan","BMW 7 Series","2014","Silver","97","59254.880617627","5747723.4199099","18148.724328291","3987297.1600656","4"
"China","BMW i8","2016","Grey","180","68041.571862919","12247482.935325","40794.234881121","4904520.6567237","3"
"UK","BMW i3","2023","Silver","87","70021.015756595","6091828.3708238","17144.771549235","4600233.2460403","5"
"USA","BMW X3","2010","White","64","38161.422499313","2442331.039956","31932.011332311","398682.31468808","5"
"Canada","BMW i3","2017","Purple","39","50201.882271153","1957873.408575","21388.403740139","1123725.6627095","5"
"Australia","BMW i8","2021","Silver","47","33820.718042369","1589573.7479914","47496.477262304","-642760.68333691","4"
"Japan","BMW i3","2016","White","24","34344.675325959","824272.20782301","40275.520391119","-142340.28156384","3"
"France","BMW 7 Series","2011","Orange","175","76780.903072472","13436658.037683","29266.411204938","8315036.0768184","5"
"Japan","BMW 5 Series","2022","Black","174","53525.483152431","9313434.068523","20211.305211371","5796666.9617443","5"
"USA","BMW i8","2014","Silver","10","54505.834096132","545058.34096132","39263.539010762","152422.9508537","5"
"Australia","BMW i3","2011","Blue","99","28609.465380009","2832337.0726209","19199.368770712","931599.56432041","1"
"Japan","BMW 5 Series","2016","Purple","150","63169.484992365","9475422.7488547","31889.518242143","4691995.0125333","2"
"USA","BMW 3 Series","2022","Blue","164","41207.120225406","6757967.7169666","35952.286467099","861792.73636224","3"
"Australia","BMW 3 Series","2023","Red","178","67256.33599721","11971627.807503","28172.304948115","6956957.526739","1"
"Canada","BMW X3","2011","Black","159","44426.190273054","7063764.2534156","49427.516193826","-795210.82140264","3"
"India","BMW Z4","2023","Silver","127","52254.423838933","6636311.8275445","16977.749895416","4480137.5908267","3"
"China","BMW M4","2018","White","5","47573.585280478","237867.92640239","33658.478028289","69575.536260942","5"
"France","BMW i8","2014","White","169","49672.796120202","8394702.5443142","32740.409988968","2861573.2561786","3"
"Canada","BMW Z4","2012","White","74","33788.451210942","2500345.3896097","32669.325375787","82815.311801464","3"
"India","BMW M4","2021","Blue","2","44128.797009655","88257.59401931","24123.240138785","40011.11374174","1"
"China","BMW 3 Series","2016","Purple","61","40386.087013117","2463551.3078002","21202.64074604","1170190.2222917","5"
"Japan","BMW 5 Series","2014","Blue","71","30428.449508361","2160419.9150936","38959.362461874","-605694.8196994","5"
"Australia","BMW 3 Series","2023","Black","110","22748.181435962","2502299.9579558","17463.435094754","581322.09753283","5"
"Japan","BMW i3","2021","Purple","154","71654.304306953","11034762.863271","30942.55037638","6269610.1053083","4"
"India","BMW 7 Series","2018","Purple","151","47694.500858773","7201869.6296747","44991.286428015","408185.37904454","1"
"Germany","BMW i8","2013","Silver","58","69969.018237494","4058203.0577747","47730.078838501","1289858.4851416","1"
"UK","BMW 7 Series","2013","Purple","181","34188.714159744","6188157.2629137","49673.492061557","-2802744.8002281","3"
"India","BMW 3 Series","2013","Blue","29","24244.619479945","703093.96491841","39416.741384414","-439991.53522959","1"
"India","BMW Z4","2022","Black","2","43111.166550608","86222.333101217","20465.965928131","45290.401244954","1"
"India","BMW X3","2014","Purple","31","49845.700046236","1545216.7014333","25493.332470708","754923.39484138","1"
"UK","BMW 3 Series","2018","Red","115","73985.524069578","8508335.2680014","29493.069177834","5116632.3125505","3"
"Brazil","BMW i3","2023","Black","104","21418.716768704","2227546.5439452","31095.147807362","-1006348.8280204","2"
"India","BMW 5 Series","2017","White","38","75987.583298649","2887528.1653486","46602.679105179","1116626.3593518","1"
"Germany","BMW X5","2017","White","115","22792.039928505","2621084.5917781","38256.844310537","-1778452.5039337","1"
"Canada","BMW X3","2010","Red","112","39049.884124151","4373587.021905","26221.721330494","1436754.2328896","5"
"Canada","BMW 3 Series","2017","Red","18","27096.730340691","487741.14613245","17597.461931051","170986.83137353","3"
"France","BMW X7","2010","Green","11","44210.634678716","486316.98146588","39074.342011673","56499.219337473","1"
"Brazil","BMW M4","2018","Green","133","62915.411129411","8367749.6802117","30663.458682567","4289509.6754303","3"
"France","BMW X5","2017","Green","179","53936.946266953","9654713.3817845","25913.503457084","5016196.2629664","3"
"Japan","BMW M4","2019","Orange","160","23852.904388861","3816464.7022177","49352.231489541","-4079892.3361088","4"
"France","BMW i8","2016","Orange","150","47947.938941707","7192190.841256","25747.259751217","3330101.8785735","1"
"France","BMW X7","2014","Blue","21","22502.930928818","472561.54950517","41581.063645224","-400640.78704453","2"
"Canada","BMW Z4","2013","Orange","177","55216.549632301","9773329.2849173","45404.527205385","1736727.9695642","3"
